Manufacturer,Type,ID,Part Type,String,Model Name,Stats,Effects,Requirements
Daedalus,SMG,47,Underbarrel,DAD_SM.part_underbarrel_06_malswitch,,,,
Daedalus,SMG,48,Underbarrel,DAD_SM.part_underbarrel_02_shotgun,,,,
Daedalus,SMG,49,Underbarrel,DAD_SM.part_underbarrel_03_overcharge,,,,
Daedalus,SMG,50,Underbarrel,DAD_SM.part_underbarrel_04_atlas,,,,
Daedalus,SMG,51,Foregrip,DAD_SM.part_foregrip_02,,,,
Daedalus,SMG,52,Foregrip,DAD_SM.part_foregrip_01,,,,
Daedalus,SMG,53,Foregrip,DAD_SM.part_foregrip_03,,,,
Daedalus,SMG,54,Underbarrel,DAD_SM.part_underbarrel_04_atlas_ball,,,,
Daedalus,SMG,55,Manufacturer Part,DAD_SM.part_body_mag_ps,,,,
Daedalus,SMG,56,Manufacturer Part,DAD_SM.part_body_mag_ar,,,,
Daedalus,SMG,57,Manufacturer Part,DAD_SM.part_body_mag_sr,,,,
Daedalus,SMG,58,Manufacturer Part,DAD_SM.part_body_mag_sg,,,,
Daedalus,SMG,60,Barrel,DAD_SM.part_barrel_01_luty,,,,
Daedalus,SMG,62,Body,DAD_SM.part_body,,,,
Daedalus,SMG,64,Barrel,DAD_SM.part_barrel_01_bloodstarved,,,,
Daedalus,SMG,66,Stat Modifier,DAD_SM.part_mag_borg_barrel_02,,,,
Daedalus,SMG,67,Stat Modifier,DAD_SM.part_mag_borg_barrel_01,,,,
Daedalus,SMG,69,Barrel,DAD_SM.part_barrel_01_loarmaster,,,,
Daedalus,SMG,79,Underbarrel,DAD_SM.part_underbarrel_01_stungrenade,,,,
Daedalus,SMG,80,Barrel Accessory,DAD_SM.part_barrel_01_a,,,,
Daedalus,SMG,81,Barrel Accessory,DAD_SM.part_barrel_01_b,,,,
Daedalus,SMG,82,Barrel Accessory,DAD_SM.part_barrel_01_c,,,,
Daedalus,SMG,83,Barrel Accessory,DAD_SM.part_barrel_01_d,,,,
Daedalus,SMG,84,Barrel Accessory,DAD_SM.part_barrel_02_a,,,,
Daedalus,SMG,85,Barrel Accessory,DAD_SM.part_barrel_02_b,,,,
Daedalus,SMG,86,Barrel Accessory,DAD_SM.part_barrel_02_c,,,,
Daedalus,SMG,87,Barrel Accessory,DAD_SM.part_barrel_02_d,,,,
Daedalus,SMG,88,Manufacturer Part,DAD_SM.part_barrel_licensed_jak,,,,
Daedalus,SMG,89,Manufacturer Part,DAD_SM.part_barrel_licensed_ted,,,,
Daedalus,SMG,90,Manufacturer Part,DAD_SM.part_barrel_licensed_ted_shooting,,,,
Daedalus,SMG,91,Manufacturer Part,DAD_SM.part_barrel_licensed_ted_mirv,,,,
Daedalus,SMG,92,Manufacturer Part,DAD_SM.part_barrel_licensed_ted_combo,,,,
Daedalus,SMG,93,Manufacturer Part,DAD_SM.part_barrel_licensed_hyp,,,,
Jakobs,Assault Rifle,2,Body,JAK_AR.part_body,,,,
Jakobs,Assault Rifle,3,Body Accessory,JAK_AR.part_body_a,,,,
Jakobs,Assault Rifle,4,Body Accessory,JAK_AR.part_body_b,,,,
Jakobs,Assault Rifle,5,Body Accessory,JAK_AR.part_body_c,,,,
Jakobs,Assault Rifle,6,Body Accessory,JAK_AR.part_body_d,,,,
Jakobs,Assault Rifle,7,Barrel,JAK_AR.part_barrel_01,,,,
Jakobs,Assault Rifle,8,Barrel,JAK_AR.part_barrel_02,,,,
Jakobs,Assault Rifle,9,Barrel Accessory,JAK_AR.part_barrel_01_a,,,,
Jakobs,Assault Rifle,10,Barrel Accessory,JAK_AR.part_barrel_01_b,,,,
Jakobs,Assault Rifle,11,Barrel Accessory,JAK_AR.part_barrel_01_c,,,,
Jakobs,Assault Rifle,12,Barrel Accessory,JAK_AR.part_barrel_01_d,,,,
Jakobs,Assault Rifle,13,Barrel Accessory,JAK_AR.part_barrel_02_a,,,,
Jakobs,Assault Rifle,14,Barrel Accessory,JAK_AR.part_barrel_02_b,,,,
Jakobs,Assault Rifle,15,Barrel Accessory,JAK_AR.part_barrel_02_c,,,,
Jakobs,Assault Rifle,16,Barrel Accessory,JAK_AR.part_barrel_02_d,,,,
Jakobs,Assault Rifle,17,Manufacturer Part,JAK_AR.part_barrel_licensed_ted,,,,
Jakobs,Assault Rifle,18,Manufacturer Part,JAK_AR.part_barrel_licensed_ted_shooting,,,,
Jakobs,Assault Rifle,19,Manufacturer Part,JAK_AR.part_barrel_licensed_ted_combo,,,,
Jakobs,Assault Rifle,20,Manufacturer Part,JAK_AR.part_barrel_licensed_ted_mirv,,,,
Jakobs,Assault Rifle,21,Manufacturer Part,JAK_AR.part_barrel_licensed_hyp,,,,
Jakobs,Assault Rifle,22,Manufacturer Part,JAK_AR.part_shield_default,,,,
Jakobs,Assault Rifle,23,Manufacturer Part,JAK_AR.part_shield_ricochet,,,,
Jakobs,Assault Rifle,24,Manufacturer Part,JAK_AR.part_shield_amp,,,,
Jakobs,Assault Rifle,25,Magazine,JAK_AR.part_mag_01,,,,
Jakobs,Assault Rifle,26,Magazine,JAK_AR.part_mag_02,,,,
Jakobs,Assault Rifle,27,Magazine,JAK_AR.part_mag_03_tor,,,,
Jakobs,Assault Rifle,28,Magazine,JAK_AR.part_mag_04_cov,,,,
Jakobs,Assault Rifle,29,Magazine,JAK_AR.part_mag_05_borg,,,,
Jakobs,Assault Rifle,30,Manufacturer Part,JAK_AR.part_mag_torgue_normal,,,,
Jakobs,Assault Rifle,31,Manufacturer Part,JAK_AR.part_mag_torgue_sticky,,,,
Jakobs,Assault Rifle,32,Stat Modifier,JAK_AR.part_mag_ted_thrown_01,,,,
Jakobs,Assault Rifle,33,Stat Modifier,JAK_AR.part_mag_ted_thrown_02,,,,
Jakobs,Assault Rifle,34,Stat Modifier,JAK_AR.part_mag_ted_thrown_03_tor,,,,
Jakobs,Assault Rifle,35,Stat Modifier,JAK_AR.part_mag_ted_thrown_04_cov,,,,
Jakobs,Assault Rifle,36,Stat Modifier,JAK_AR.part_mag_ted_thrown_05_bor,,,,
Jakobs,Assault Rifle,37,Scope,JAK_AR.part_scope_ironsight,,,,
Jakobs,Assault Rifle,38,Scope,JAK_AR.part_scope_01_lens_01,,,,
Jakobs,Assault Rifle,39,Scope,JAK_AR.part_scope_01_lens_02,,,,
Jakobs,Assault Rifle,40,Scope,JAK_AR.part_scope_02_lens_01,,,,
Jakobs,Assault Rifle,41,Scope,JAK_AR.part_scope_02_lens_02,,,,
Jakobs,Assault Rifle,42,Scope Accessory,JAK_AR.part_scope_acc_s01_l01_a,,,,
Jakobs,Assault Rifle,43,Scope Accessory,JAK_AR.part_scope_acc_s01_l01_b,,,,
Jakobs,Assault Rifle,44,Scope Accessory,JAK_AR.part_scope_acc_s02_l01_a,,,,
Jakobs,Assault Rifle,45,Scope Accessory,JAK_AR.part_scope_acc_s02_l01_b,,,,
Jakobs,Assault Rifle,46,Scope Accessory,JAK_AR.part_scope_acc_s01_l02_a,,,,
Jakobs,Assault Rifle,47,Scope Accessory,JAK_AR.part_scope_acc_s01_l02_b,,,,
Jakobs,Assault Rifle,48,Grip,JAK_AR.part_grip_05a_ted_legs,,,,
Jakobs,Assault Rifle,49,Grip,JAK_AR.part_grip_05c_ted_jav,,,,
Jakobs,Assault Rifle,50,Grip,JAK_AR.part_grip_05b_ted_homing,,,,
Jakobs,Assault Rifle,51,Grip,JAK_AR.part_grip_04_hyp,,,,
Jakobs,Assault Rifle,52,Grip,JAK_AR.part_grip_01,,,,
Jakobs,Assault Rifle,53,Grip,JAK_AR.part_grip_02,,,,
Jakobs,Assault Rifle,54,Grip,JAK_AR.part_grip_03,,,,
Jakobs,Assault Rifle,55,Underbarrel,JAK_AR.part_underbarrel_03_shotgun,,,,
Jakobs,Assault Rifle,56,Underbarrel,JAK_AR.part_underbarrel_01_flintlock,,,,
Jakobs,Assault Rifle,57,Underbarrel,JAK_AR.part_underbarrel_02_crank,,,,
Jakobs,Assault Rifle,58,Underbarrel,JAK_AR.part_underbarrel_04_atlas_ball,,,,
Jakobs,Assault Rifle,59,Underbarrel,JAK_AR.part_underbarrel_04_atlas,,,,
Jakobs,Assault Rifle,60,Underbarrel,JAK_AR.part_underbarrel_05_ammoswitcher,,,,
Jakobs,Assault Rifle,61,Foregrip,JAK_AR.part_foregrip_01,,,,
Jakobs,Assault Rifle,62,Foregrip,JAK_AR.part_foregrip_02,,,,
Jakobs,Assault Rifle,63,Foregrip,JAK_AR.part_foregrip_03,,,,
Jakobs,Assault Rifle,64,Manufacturer Part,JAK_AR.part_secondary_ammo_smg,,,,
Jakobs,Assault Rifle,65,Manufacturer Part,JAK_AR.part_secondary_ammo_sg,,,,
Jakobs,Assault Rifle,66,Manufacturer Part,JAK_AR.part_secondary_ammo_sr,,,,
Jakobs,Assault Rifle,67,Manufacturer Part,JAK_AR.part_secondary_ammo_ps,,,,
Jakobs,Assault Rifle,68,Scope Accessory,JAK_AR.part_scope_acc_s02_l02_a,,,,
Jakobs,Assault Rifle,69,Scope Accessory,JAK_AR.part_scope_acc_s02_l02_b,,,,
Jakobs,Assault Rifle,71,Unknown,JAK_AR.part_scope_02_lens_02_b02,,,,
Jakobs,Assault Rifle,73,Barrel,JAK_AR.part_barrel_01_bonnieclyde,,,,
Jakobs,Assault Rifle,75,Barrel,JAK_AR.part_barrel_02_rowan,,,,
Jakobs,Assault Rifle,76,Barrel,JAK_AR.part_barrel_02_screenwriter,,,,
Jakobs,Assault Rifle,85,Manufacturer Part,JAK_AR.part_shield_ammo,,,,
Jakobs,Pistol,2,Body,JAK_PS.part_body,,,,
Jakobs,Pistol,3,Body Accessory,JAK_PS.part_body_a,,,,
Jakobs,Pistol,4,Body Accessory,JAK_PS.part_body_b,,,,
Jakobs,Pistol,5,Body Accessory,JAK_PS.part_body_c,,,,
Jakobs,Pistol,6,Body Accessory,JAK_PS.part_body_d,,,,
Jakobs,Pistol,7,Barrel,JAK_PS.part_barrel_01,,,,
Jakobs,Pistol,8,Barrel,JAK_PS.part_barrel_02,,,,
Jakobs,Pistol,9,Manufacturer Part,JAK_PS.part_shield_default,,,,
Jakobs,Pistol,10,Manufacturer Part,JAK_PS.part_shield_ricochet,,,,
Jakobs,Pistol,11,Manufacturer Part,JAK_PS.part_shield_ammo,,,,
Jakobs,Pistol,12,Manufacturer Part,JAK_PS.part_shield_amp,,,,
Jakobs,Pistol,13,Magazine,JAK_PS.part_mag_01,,,,
Jakobs,Pistol,14,Magazine,JAK_PS.part_mag_02,,,,
Jakobs,Pistol,15,Magazine,JAK_PS.part_mag_03_tor,,,,
Jakobs,Pistol,16,Magazine,JAK_PS.part_mag_04_cov,,,,
Jakobs,Pistol,17,Magazine,JAK_PS.part_mag_05_borg,,,,
Jakobs,Pistol,18,Manufacturer Part,JAK_PS.part_mag_torgue_normal,,,,
Jakobs,Pistol,19,Manufacturer Part,JAK_PS.part_mag_torgue_sticky,,,,
Jakobs,Pistol,20,Stat Modifier,JAK_PS.part_mag_ted_thrown_01,,,,
Jakobs,Pistol,21,Stat Modifier,JAK_PS.part_mag_ted_thrown_02,,,,
Jakobs,Pistol,22,Stat Modifier,JAK_PS.part_mag_ted_thrown_03_tor,,,,
Jakobs,Pistol,23,Stat Modifier,JAK_PS.part_mag_ted_thrown_04_cov,,,,
Jakobs,Pistol,24,Stat Modifier,JAK_PS.part_mag_ted_thrown_05_bor,,,,
Jakobs,Pistol,25,Scope,JAK_PS.part_scope_ironsight,,,,
Jakobs,Pistol,26,Scope,JAK_PS.part_scope_01_lens_01,,,,
Jakobs,Pistol,27,Scope,JAK_PS.part_scope_01_lens_02,,,,
Jakobs,Pistol,28,Scope,JAK_PS.part_scope_02_lens_01,,,,
Jakobs,Pistol,29,Scope,JAK_PS.part_scope_02_lens_02,,,,
Jakobs,Pistol,30,Scope Accessory,JAK_PS.part_scope_acc_s01_l01_a,,,,
Jakobs,Pistol,31,Scope Accessory,JAK_PS.part_scope_acc_s01_l01_b,,,,
Jakobs,Pistol,32,Scope Accessory,JAK_PS.part_scope_acc_s02_l01_a,,,,
Jakobs,Pistol,33,Scope Accessory,JAK_PS.part_scope_acc_s02_l01_b,,,,
Jakobs,Pistol,34,Scope Accessory,JAK_PS.part_scope_acc_s01_l02_a,,,,
Jakobs,Pistol,35,Scope Accessory,JAK_PS.part_scope_acc_s01_l02_b,,,,
Jakobs,Pistol,36,Scope Accessory,JAK_PS.part_scope_acc_s02_l02_a,,,,
Jakobs,Pistol,37,Scope Accessory,JAK_PS.part_scope_acc_s02_l02_b,,,,
Jakobs,Pistol,38,Grip,JAK_PS.part_grip_05b_ted_homing,,,,
Jakobs,Pistol,39,Grip,JAK_PS.part_grip_05c_ted_jav,,,,
Jakobs,Pistol,40,Grip,JAK_PS.part_grip_05a_ted_legs,,,,
Jakobs,Pistol,41,Grip,JAK_PS.part_grip_01,,,,
Jakobs,Pistol,42,Grip,JAK_PS.part_grip_02,,,,
Jakobs,Pistol,43,Grip,JAK_PS.part_grip_03,,,,
Jakobs,Pistol,44,Grip,JAK_PS.part_grip_04_hyp,,,,
Jakobs,Pistol,45,Underbarrel,JAK_PS.part_underbarrel_02_knifelauncher,,,,
Jakobs,Pistol,46,Underbarrel,JAK_PS.part_underbarrel_01_microrocket,,,,
Jakobs,Pistol,47,Underbarrel,JAK_PS.part_underbarrel_05_ammoswitcher,,,,
Jakobs,Pistol,48,Underbarrel,JAK_PS.part_underbarrel_04_atlas,,,,
Jakobs,Pistol,49,Foregrip,JAK_PS.part_foregrip_02,,,,
Jakobs,Pistol,50,Foregrip,JAK_PS.part_foregrip_03,,,,
Jakobs,Pistol,51,Barrel Accessory,JAK_PS.part_barrel_01_a,,,,
Jakobs,Pistol,52,Barrel Accessory,JAK_PS.part_barrel_01_b,,,,
Jakobs,Pistol,53,Barrel Accessory,JAK_PS.part_barrel_01_c,,,,
Jakobs,Pistol,54,Barrel Accessory,JAK_PS.part_barrel_01_d,,,,
Jakobs,Pistol,55,Barrel Accessory,JAK_PS.part_barrel_02_a,,,,
Jakobs,Pistol,56,Barrel Accessory,JAK_PS.part_barrel_02_b,,,,
Jakobs,Pistol,57,Barrel Accessory,JAK_PS.part_barrel_02_c,,,,
Jakobs,Pistol,58,Barrel Accessory,JAK_PS.part_barrel_02_d,,,,
Jakobs,Pistol,59,Manufacturer Part,JAK_PS.part_barrel_licensed_ted,,,,
Jakobs,Pistol,60,Manufacturer Part,JAK_PS.part_barrel_licensed_ted_shooting,,,,
Jakobs,Pistol,61,Manufacturer Part,JAK_PS.part_barrel_licensed_ted_mirv,,,,
Jakobs,Pistol,62,Manufacturer Part,JAK_PS.part_barrel_licensed_ted_combo,,,,
Jakobs,Pistol,63,Manufacturer Part,JAK_PS.part_barrel_licensed_hyp,,,,
Jakobs,Pistol,64,Manufacturer Part,JAK_PS.part_secondary_ammo_smg,,,,
Jakobs,Pistol,65,Manufacturer Part,JAK_PS.part_secondary_ammo_sg,,,,
Jakobs,Pistol,66,Manufacturer Part,JAK_PS.part_secondary_ammo_ar,,,,
Jakobs,Pistol,67,Manufacturer Part,JAK_PS.part_secondary_ammo_sr,,,,
Jakobs,Pistol,68,Underbarrel,JAK_PS.part_underbarrel_03_vial,,,,
Jakobs,Pistol,69,Underbarrel,JAK_PS.part_underbarrel_04_atlas_ball,,,,
Jakobs,Pistol,70,Foregrip,JAK_PS.part_foregrip_01,,,,
Jakobs,Pistol,72,Barrel,JAK_PS.part_barrel_quickdraw,,,,
Jakobs,Pistol,75,Barrel,JAK_PS.part_barrel_02_kingsgambit,,,,
Jakobs,Pistol,77,Barrel,JAK_PS.part_barrel_01_phantom_flame,,,,
Jakobs,Pistol,80,Barrel,JAK_PS.part_barrel_01_seventh_sense,,,,
Jakobs,Shotgun,1,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cryo_fire_shock,,,,
Jakobs,Shotgun,2,Body,JAK_SG.part_body,,,,
Jakobs,Shotgun,3,Body Accessory,JAK_SG.part_body_a,,,,
Jakobs,Shotgun,4,Body Accessory,JAK_SG.part_body_b,,,,
Jakobs,Shotgun,5,Body Accessory,JAK_SG.part_body_c,,,,
Jakobs,Shotgun,6,Body Accessory,JAK_SG.part_body_d,,,,
Jakobs,Shotgun,7,Barrel,JAK_SG.part_barrel_01,,,,
Jakobs,Shotgun,8,Barrel,JAK_SG.part_barrel_02,,,,
Jakobs,Shotgun,9,Manufacturer Part,JAK_SG.part_shield_default,,,,
Jakobs,Shotgun,10,Manufacturer Part,JAK_SG.part_shield_ricochet,,,,
Jakobs,Shotgun,11,Manufacturer Part,JAK_SG.part_shield_ammo,,,,
Jakobs,Shotgun,12,Manufacturer Part,JAK_SG.part_shield_amp,,,,
Jakobs,Shotgun,13,Magazine,JAK_SG.part_mag_05_borg,,,,
Jakobs,Shotgun,14,Magazine,JAK_SG.part_mag_04_cov,,,,
Jakobs,Shotgun,15,Magazine,JAK_SG.part_mag_03_tor,,,,
Jakobs,Shotgun,16,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cryo_fire_rad,,,,
Jakobs,Shotgun,17,Magazine,JAK_SG.part_mag_02,,,,
Jakobs,Shotgun,18,Stat Modifier,JAK_SG.part_mag_ted_thrown_01,,,,
Jakobs,Shotgun,19,Stat Modifier,JAK_SG.part_mag_ted_thrown_02,,,,
Jakobs,Shotgun,20,Stat Modifier,JAK_SG.part_mag_ted_thrown_03_tor,,,,
Jakobs,Shotgun,21,Stat Modifier,JAK_SG.part_mag_ted_thrown_04_cov,,,,
Jakobs,Shotgun,22,Stat Modifier,JAK_SG.part_mag_ted_thrown_05_bor,,,,
Jakobs,Shotgun,23,Scope,JAK_SG.part_scope_ironsight,,,,
Jakobs,Shotgun,24,Scope,JAK_SG.part_scope_01_lens_01,,,,
Jakobs,Shotgun,25,Scope,JAK_SG.part_scope_01_lens_02,,,,
Jakobs,Shotgun,26,Scope,JAK_SG.part_scope_02_lens_01,,,,
Jakobs,Shotgun,27,Scope,JAK_SG.part_scope_02_lens_02,,,,
Jakobs,Shotgun,28,Scope Accessory,JAK_SG.part_scope_acc_s01_l01_a,,,,
Jakobs,Shotgun,29,Scope Accessory,JAK_SG.part_scope_acc_s01_l01_b,,,,
Jakobs,Shotgun,30,Scope Accessory,JAK_SG.part_scope_acc_s02_l01_a,,,,
Jakobs,Shotgun,31,Scope Accessory,JAK_SG.part_scope_acc_s02_l01_b,,,,
Jakobs,Shotgun,32,Scope Accessory,JAK_SG.part_scope_acc_s01_l02_a,,,,
Jakobs,Shotgun,33,Scope Accessory,JAK_SG.part_scope_acc_s01_l02_b,,,,
Jakobs,Shotgun,34,Scope Accessory,JAK_SG.part_scope_acc_s02_l02_a,,,,
Jakobs,Shotgun,35,Scope Accessory,JAK_SG.part_scope_acc_s02_l02_b,,,,
Jakobs,Shotgun,36,Grip,JAK_SG.part_grip_05c_ted_jav,,,,
Jakobs,Shotgun,37,Grip,JAK_SG.part_grip_05b_ted_homing,,,,
Jakobs,Shotgun,38,Grip,JAK_SG.part_grip_04_hyp,,,,
Jakobs,Shotgun,39,Grip,JAK_SG.part_grip_05a_ted_legs,,,,
Jakobs,Shotgun,40,Grip,JAK_SG.part_grip_01,,,,
Jakobs,Shotgun,41,Grip,JAK_SG.part_grip_02,,,,
Jakobs,Shotgun,42,Grip,JAK_SG.part_grip_03,,,,
Jakobs,Shotgun,43,Underbarrel,JAK_SG.part_underbarrel_04_atlas_ball,,,,
Jakobs,Shotgun,44,Underbarrel,JAK_SG.part_underbarrel_04_atlas,,,,
Jakobs,Shotgun,45,Underbarrel,JAK_SG.part_underbarrel_03_grenade,,,,
Jakobs,Shotgun,46,Underbarrel,JAK_SG.part_underbarrel_02_meathook,,,,
Jakobs,Shotgun,47,Foregrip,JAK_SG.part_foregrip_02,,,,
Jakobs,Shotgun,48,Foregrip,JAK_SG.part_foregrip_03,,,,
Jakobs,Shotgun,49,Underbarrel,JAK_SG.part_underbarrel_05_ammoswitcher,,,,
Jakobs,Shotgun,50,Underbarrel,JAK_SG.part_underbarrel_01_knifelauncher,,,,
Jakobs,Shotgun,51,Manufacturer Part,JAK_SG.part_secondary_ammo_smg,,,,
Jakobs,Shotgun,52,Manufacturer Part,JAK_SG.part_secondary_ammo_ps,,,,
Jakobs,Shotgun,53,Manufacturer Part,JAK_SG.part_secondary_ammo_assaultrifle,,,,
Jakobs,Shotgun,54,Manufacturer Part,JAK_SG.part_secondary_ammo_sr,,,,
Jakobs,Shotgun,55,Barrel Accessory,JAK_SG.part_barrel_01_a,,,,
Jakobs,Shotgun,56,Barrel Accessory,JAK_SG.part_barrel_01_b,,,,
Jakobs,Shotgun,57,Barrel Accessory,JAK_SG.part_barrel_01_c,,,,
Jakobs,Shotgun,58,Barrel Accessory,JAK_SG.part_barrel_01_d,,,,
Jakobs,Shotgun,59,Barrel Accessory,JAK_SG.part_barrel_02_a,,,,
Jakobs,Shotgun,60,Barrel Accessory,JAK_SG.part_barrel_02_b,,,,
Jakobs,Shotgun,61,Barrel Accessory,JAK_SG.part_barrel_02_c,,,,
Jakobs,Shotgun,62,Barrel Accessory,JAK_SG.part_barrel_02_d,,,,
Jakobs,Shotgun,63,Manufacturer Part,JAK_SG.part_barrel_licensed_ted,,,,
Jakobs,Shotgun,64,Manufacturer Part,JAK_SG.part_barrel_licensed_ted_shooting,,,,
Jakobs,Shotgun,65,Manufacturer Part,JAK_SG.part_barrel_licensed_ted_mirv,,,,
Jakobs,Shotgun,66,Manufacturer Part,JAK_SG.part_barrel_licensed_ted_combo,,,,
Jakobs,Shotgun,67,Manufacturer Part,JAK_SG.part_barrel_licensed_hyp,,,,
Jakobs,Shotgun,68,Foregrip,JAK_SG.part_foregrip_01,,,,
Jakobs,Shotgun,69,Manufacturer Part,JAK_SG.part_mag_torgue_normal,,,,
Jakobs,Shotgun,70,Manufacturer Part,JAK_SG.part_mag_torgue_sticky,,,,
Jakobs,Shotgun,71,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_rad_shock,,,,
Jakobs,Shotgun,72,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_fire_shock,,,,
Jakobs,Shotgun,73,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_fire_rad,,,,
Jakobs,Shotgun,74,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_cryo_shock,,,,
Jakobs,Shotgun,75,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_cryo_rad,,,,
Jakobs,Shotgun,76,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_cryo_fire,,,,
Jakobs,Shotgun,77,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_fire_rad_shock,,,,
Jakobs,Shotgun,78,Magazine,JAK_SG.part_mag_01_slugger,,,,
Jakobs,Shotgun,79,Barrel,JAK_SG.part_barrel_01_slugger,,,,
Jakobs,Shotgun,82,Barrel,JAK_SG.part_barrel_01_hellwalker,,,,
Jakobs,Shotgun,84,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cryo_rad_shock,,,,
Jakobs,Shotgun,86,Barrel,JAK_SG.part_barrel_rainbowvomit,,,,
Jakobs,Shotgun,87,Magazine,JAK_SG.part_mag_rainbowvomit,,,,
Jakobs,Shotgun,88,Manufacturer Part,JAK_SG.part_mag_torgue_sticky_tkswave,,,,
Jakobs,Shotgun,89,Manufacturer Part,JAK_SG.part_mag_torgue_normal_tkswave,,,,
Jakobs,Shotgun,90,Barrel,JAK_SG.part_barrel_tkswave,,,,
Jakobs,Shotgun,92,Unknown,JAK_SG.part_mag_02_b02,,,,
Jakobs,Shotgun,93,Unknown,JAK_SG.part_mag_01_b01,,,,
Jakobs,Shotgun,94,Unknown,JAK_SG.part_mag_01_b02,,,,
Jakobs,Sniper,2,Body,JAK_SR.part_body,,,,
Jakobs,Sniper,3,Body Accessory,JAK_SR.part_body_a,,,,
Jakobs,Sniper,4,Body Accessory,JAK_SR.part_body_b,,,,
Jakobs,Sniper,5,Body Accessory,JAK_SR.part_body_c,,,,
Jakobs,Sniper,6,Body Accessory,JAK_SR.part_body_d,,,,
Jakobs,Sniper,7,Barrel,JAK_SR.part_barrel_01,,,,
Jakobs,Sniper,8,Barrel,JAK_SR.part_barrel_02,,,,
Jakobs,Sniper,9,Manufacturer Part,JAK_SR.part_shield_default,,,,
Jakobs,Sniper,10,Manufacturer Part,JAK_SR.part_shield_ricochet,,,,
Jakobs,Sniper,11,Manufacturer Part,JAK_SR.part_shield_ammo,,,,
Jakobs,Sniper,12,Manufacturer Part,JAK_SR.part_shield_amp,,,,
Jakobs,Sniper,13,Magazine,JAK_SR.part_mag_01,,,,
Jakobs,Sniper,14,Magazine,JAK_SR.part_mag_02,,,,
Jakobs,Sniper,15,Magazine,JAK_SR.part_mag_03_tor,,,,
Jakobs,Sniper,16,Magazine,JAK_SR.part_mag_04_cov,,,,
Jakobs,Sniper,17,Magazine,JAK_SR.part_mag_05_borg,,,,
Jakobs,Sniper,18,Manufacturer Part,JAK_SR.part_mag_torgue_normal,,,,
Jakobs,Sniper,19,Manufacturer Part,JAK_SR.part_mag_torgue_sticky,,,,
Jakobs,Sniper,20,Stat Modifier,JAK_SR.part_mag_ted_thrown_01,,,,
Jakobs,Sniper,21,Stat Modifier,JAK_SR.part_mag_ted_thrown_02,,,,
Jakobs,Sniper,22,Stat Modifier,JAK_SR.part_mag_ted_thrown_03_tor,,,,
Jakobs,Sniper,23,Stat Modifier,JAK_SR.part_mag_ted_thrown_04_cov,,,,
Jakobs,Sniper,24,Stat Modifier,JAK_SR.part_mag_ted_thrown_05_bor,,,,
Jakobs,Sniper,25,Scope,JAK_SR.part_scope_ironsight,,,,
Jakobs,Sniper,26,Scope,JAK_SR.part_scope_01_lens_01,,,,
Jakobs,Sniper,27,Scope,JAK_SR.part_scope_01_lens_02,,,,
Jakobs,Sniper,28,Scope,JAK_SR.part_scope_02_lens_01,,,,
Jakobs,Sniper,29,Scope,JAK_SR.part_scope_02_lens_02,,,,
Jakobs,Sniper,30,Scope Accessory,JAK_SR.part_scope_acc_s01_l01_a,,,,
Jakobs,Sniper,31,Scope Accessory,JAK_SR.part_scope_acc_s01_l01_b,,,,
Jakobs,Sniper,32,Scope Accessory,JAK_SR.part_scope_acc_s02_l01_a,,,,
Jakobs,Sniper,33,Scope Accessory,JAK_SR.part_scope_acc_s02_l01_b,,,,
Jakobs,Sniper,34,Scope Accessory,JAK_SR.part_scope_acc_s01_l02_a,,,,
Jakobs,Sniper,35,Scope Accessory,JAK_SR.part_scope_acc_s01_l02_b,,,,
Jakobs,Sniper,36,Scope Accessory,JAK_SR.part_scope_acc_s02_l02_a,,,,
Jakobs,Sniper,37,Scope Accessory,JAK_SR.part_scope_acc_s02_l02_b,,,,
Jakobs,Sniper,38,Grip,JAK_SR.part_grip_05a_ted_legs,,,,
Jakobs,Sniper,39,Grip,JAK_SR.part_grip_05c_ted_jav,,,,
Jakobs,Sniper,40,Grip,JAK_SR.part_grip_05b_ted_homing,,,,
Jakobs,Sniper,41,Grip,JAK_SR.part_grip_04_hyp,,,,
Jakobs,Sniper,42,Grip,JAK_SR.part_grip_01,,,,
Jakobs,Sniper,43,Grip,JAK_SR.part_grip_02,,,,
Jakobs,Sniper,44,Grip,JAK_SR.part_grip_03,,,,
Jakobs,Sniper,45,Underbarrel,JAK_SR.part_underbarrel_01_shotgun,,,,
Jakobs,Sniper,46,Underbarrel,JAK_SR.part_underbarrel_02_rocket,,,,
Jakobs,Sniper,47,Underbarrel,JAK_SR.part_underbarrel_04_atlas_ball,,,,
Jakobs,Sniper,48,Underbarrel,JAK_SR.part_underbarrel_05_ammoswitcher,,,,
Jakobs,Sniper,49,Foregrip,JAK_SR.part_foregrip_02,,,,
